Person ID,First Name,Last Name,Harm Score,Removability Score,Kow Score
5658,Althea,Bemiss,1,8,33
5659,Alton,Bemo,0,6,33
5660,Alva,Bemrich,2,6,33
5661,Alva,Bemrose,2,8,29
5662,Alvaro,Ben,1,7,33
5663,Alvera,Bena,22,7,5
5664,Alverta,Benabides,0,8,29
5665,Alvin,Benac,5,5,5
5666,Alvina,Benach,0,7,5
5667,Alyce,Benack,0,8,33
5668,Alycia,Benadom,6,8,9
5669,Alysa,Benafield,1,8,29
5670,Alyse,Benage,1,8,25
5671,Alysha,Benak,125,8,25
5672,Alysia,Benallie,18,7,29
5673,Alyson,Benally,0,6,29
5674,Alyssa,Benamati,0,7,29
5675,Amada,Benanti,0,6,25
5676,Amado,Benard,1,6,29
5677,Amal,Benari,2,6,25
5678,Amalia,Benasher,0,4,33
5679,Amanda,Benassi,6,6,33
5680,Amber,Benauides,3,8,9
5681,Amberly,Benavente,2,8,5
5682,Ambrose,Benavides,1,7,0
5683,Amee,Benavidez,1,8,33
5684,Amelia,Benbenek,2,7,46
5685,America,Benberry,1,7,29
5686,Ami,Benbow,117,6,29
5687,Amie,Benbrook,17,8,15
5688,Amiee,Bence,5,8,33
5689,Amina,Bench,1,8,5
5690,Amira,Benchoff,206,8,30
5691,Ammie,Bencivenga,0,9,9
5692,Amos,Benck,0,9,5
5693,Amparo,Benckendorf,115,7,25
5694,Amy,Bencomo,0,8,5
5695,An,Bencosme,1,8,33
5696,Ana,Bend,119,7,33
5697,Anabel,Benda,1,6,30
5698,Analisa,Bendall,1,8,0
5699,Anamaria,Bendana,227,7,0
5700,Anastacia,Bendas,1,7,5
5701,Anastasia,Bendavid,1,9,29
5702,Andera,Bendel,0,8,5
5703,Anderson,Bendele,0,7,25
5704,Andra,Bendell,58,6,29
5705,Andre,Bender,2,9,29
5706,Andre,Benderman,0,8,5
5707,Andrea,Benders,0,5,33
5708,Andrea,Bendetti,0,4,5
5709,Andreas,Bendick,2,9,29
5710,Andree,Bendickson,6,6,29
5711,Andres,Bendig,0,6,25
5712,Andrew,Bending,2,8,29
5713,Andrew,Bendis,6,8,5
5714,Andria,Bendit,1,8,9
5715,Andy,Bendix,1,7,29
5716,Anette,Bendixen,17,6,29
5717,Angel,Bendlage,0,5,25
5718,Angel,Bendle,16,9,25
5719,Angela,Bendler,17,6,29
5720,Angele,Bendolph,0,6,13
5721,Angelena,Bendorf,3,5,29
5722,Angeles,Bendt,10,6,38
5723,Angelia,Bendtsen,1,8,0
5724,Angelic,Bendu,2,7,0
5725,Angelica,Bendure,0,6,0
5726,Angelika,Bendy,1,5,25
5727,Angelina,Bendzans,0,7,25
5728,Angeline,Bendzus,1,8,25
5729,Angelique,Bene,1,7,29
5730,Angelita,Benear,29,9,5
5731,Angella,Benecke,7,7,29
5732,Angelo,Benedek,0,7,10
5733,Angelo,Benedetti,6,7,25
5734,Angelyn,Benedetto,1,8,33
5735,Angie,Benedick,0,8,29
5736,Angila,Benedict,1,8,13
5737,Angla,Benedicto,2,5,25
5738,Angle,Benedith,1,6,33
5739,Anglea,Benedix,0,7,9
5740,Anh,Beneduce,1,6,33
5741,Anibal,Benedum,3,7,9
5742,Anika,Benefiel,0,9,29
5743,Anisa,Benefield,0,8,38
5744,Anisha,Benejan,1,8,9
5745,Anissa,Benek,6,7,29
5746,Anita,Beneke,6,8,41
5747,Anitra,Beneker,2,8,13
5748,Anja,Benell,1,7,29
5749,Anjanette,Benenati,9,7,29
5750,Anjelica,Benes,0,5,20
5751,Ann,Benesch,0,8,33
5752,Anna,Benesh,5,7,29
5753,Annabel,Benestad,1,3,29
5754,Annabell,Benet,11,4,33
5755,Annabelle,Benett,0,6,29
5756,Annalee,Beneuento,9,5,38
5757,Annalisa,Benevento,122,7,33
5758,Annamae,Benevides,4,7,5
5759,Annamaria,Beneze,0,7,29
5760,Annamarie,Benezra,1,8,33
5761,Anne,Benfer,2,7,33
5762,Anneliese,Benfield,12,7,30
5763,Annelle,Benford,1,6,29
5764,Annemarie,Benge,1,8,29
5765,Annett,Bengel,2,8,5
5766,Annetta,Bengelsdorf,3,4,33
5767,Annette,Bengochia,3,7,29
5768,Annice,Bengston,15,7,26
5769,Annie,Bengtson,316,7,33
5770,Annika,Benhaim,2,9,33
5771,Annis,Benham,1,7,5
5772,Annita,Benigni,6,5,0
5773,Annmarie,Benigno,1,8,0
5774,Anthony,Benik,1,6,13
5775,Anthony,Benike,12,7,29
5776,Antione,Benimadho,236,5,29
5777,Antionette,Beninati,7,9,9
5778,Antoine,Beninato,11,6,29
5779,Antoinette,Benincasa,0,6,25
5780,Anton,Benincase,1,8,5
5781,Antone,Bening,1,8,0
5782,Antonetta,Benintendi,1,6,5
5783,Antonette,Benion,1,3,0
5784,Antonia,Beniquez,0,8,5
5785,Antonia,Benischek,12,8,25
5786,Antonietta,Benisek,6,6,33
5787,Antonina,Benish,523,7,33
5788,Antonio,Benites,34,7,5
5789,Antonio,Benitez,0,7,29
5790,Antony,Benito,102,8,33
5791,Antwan,Benitone,0,8,33
5792,Anya,Benitz,2,9,25
5793,Apolonia,Benjamen,5,7,29
5794,April,Benjamin,6,1,29
5795,Apryl,Benjamine,17,8,23
5796,Ara,Benje,17,7,33
5797,Araceli,Benke,0,7,5
5798,Aracelis,Benken,0,7,9
5799,Aracely,Benker,0,6,9
5800,Arcelia,Benkert,7,8,33
5801,Archie,Benko,1,2,29
5802,Ardath,Benkosky,6,9,29
5803,Ardelia,Benn,7,6,29
5804,Ardell,Bennafield,0,8,0
5805,Ardella,Bennage,0,8,33
5806,Ardelle,Bennard,0,8,5
5807,Arden,Benne,0,7,9
5808,Ardis,Bennefield,0,7,29
5809,Ardith,Benner,0,7,13
5810,Aretha,Bennerman,0,8,29
5811,Argelia,Bennerson,0,7,25
5812,Argentina,Bennes,11,8,29
5813,Ariana,Bennet,13,7,29
5814,Ariane,Benneth,0,7,33
5815,Arianna,Bennett,8,7,29
5816,Arianne,Bennette,5,7,13
5817,Arica,Bennetts,1,7,9
5818,Arie,Benney,507,7,5
5819,Ariel,Bennice,38,8,38
5820,Ariel,Bennick,1,8,30
5821,Arielle,Bennie,6,7,33
5822,Arla,Bennight,1,8,29
5823,Arlean,Bennin,0,8,5
5824,Arleen,Benning,6,8,29
5825,Arlen,Benninger,1,8,25
5826,Arlena,Benningfield,0,3,33
5827,Arlene,Bennings,3,8,33
5828,Arletha,Bennington,0,9,5
5829,Arletta,Bennink,0,8,13
5830,Arlette,Bennion,0,7,13
5831,Arlie,Bennis,106,8,33
5832,Arlinda,Bennison,6,8,29
5833,Arline,Benno,1,7,25
5834,Arlyne,Benns,100,8,5
5835,Armand,Benny,4,6,33
5836,Armanda,Beno,1,7,29
5837,Armandina,Benoff,2,6,25
5838,Armando,Benoist,0,7,0
5839,Armida,Benoit,326,7,13
5840,Arminda,Benoy,3,8,25
5841,Arnetta,Bens,0,8,29
5842,Arnette,Bensberg,4,7,5
5843,Arnita,Bensch,5,6,29
5844,Arnold,Benscoter,0,9,33
5845,Arnoldo,Bense,21,6,5
5846,Arnulfo,Bensen,15,8,5
5847,Aron,Benser,23,8,5
5848,Arron,Benshoof,5,8,5
5849,Art,Bensing,1,9,10
5850,Arthur,Bensinger,2,8,29
5851,Arthur,Benskin,0,7,5
5852,Artie,Bensley,0,6,5
5853,Arturo,Bensman,0,6,25
5854,Arvilla,Benson,0,7,33
5855,Asa,Benston,1,7,5
5856,Asha,Bent,0,8,36
5857,Ashanti,Bentancourt,1,6,9
5858,Ashely,Bente,122,8,5
5859,Ashlea,Bentele,1,8,5
5860,Ashlee,Benthall,0,9,29
5861,Ashleigh,Bentham,1,7,9
5862,Ashley,Benthin,3,5,29
5863,Ashley,Benthusen,1,6,25
5864,Ashli,Bentivegna,2,8,29
5865,Ashlie,Bentle,6,7,9
5866,Ashly,Bentler,0,6,33
5867,Ashlyn,Bentley,0,8,33
5868,Ashton,Bently,0,6,29
5869,Asia,Bento,1,7,19
5870,Asley,Benton,1,8,25
5871,Assunta,Bentrem,0,7,13
5872,Astrid,Bentrup,0,8,5
5873,Asuncion,Bentsen,0,6,33
5874,Athena,Bentson,0,4,0
5875,Aubrey,Benty,1,7,5
5876,Aubrey,Bentz,121,7,5
5877,Audie,Bentzen,0,7,29
5878,Audra,Bentzinger,0,7,29
5879,Audrea,Benulis,4,8,31
5880,Audrey,Benusa,217,8,15
5881,Audria,Benvenuti,0,8,9
5882,Audrie,Benvenuto,104,7,9
5883,Audry,Benwarc,0,8,13
5884,August,Benward,0,5,5
5885,Augusta,Benware,0,7,19
5886,Augustina,Benway,1,6,5
5887,Augustine,Benwell,0,5,9
5888,Augustine,Benya,228,7,5
5889,Augustus,Benyamin,0,8,5
5890,Aundrea,Benyard,29,8,5
5891,Aura,Benyo,1,7,25
5892,Aurea,Benz,1,5,25
5893,Aurelia,Benzango,220,8,9
5894,Aurelio,Benzee,0,9,5
5895,Aurora,Benzel,1,5,29
5896,Aurore,Benzer,0,7,33
5897,Austin,Benzi,6,3,5
5898,Austin,Benzie,8,8,5
5899,Autumn,Benziger,12,8,19
5900,Ava,Benzing,3,8,29
5901,Avelina,Benzinger,1,5,29
5902,Avery,Benzschawel,0,8,0
5903,Avery,Beougher,13,7,5
5904,Avis,Beppu,21,6,38
5905,Avril,Bequette,8,8,29
5906,Awilda,Bequillard,123,8,5
5907,Ayako,Bera,1,8,29
5908,Ayana,Beran,1,6,15
5909,Ayanna,Beranek,6,6,29
5910,Ayesha,Berard,0,7,0
5911,Azalee,Berardi,118,6,0
5912,Azucena,Berardinelli,0,9,29
5913,Azzie,Berardino,0,5,25
5914,Babara,Berardo,1,8,5
5915,Babette,Beras,2,8,9
5916,Bailey,Beraun,1,8,9
5917,Bambi,Berber,113,8,5
5918,Bao,Berbereia,27,7,33
5919,Barabara,Berberian,0,8,5
5920,Barb,Berberich,0,8,30
5921,Barbar,Berbes,1,8,38
5922,Barbara,Berbig,0,8,33
5923,Barbera,Bercegeay,0,8,29
5924,Barbie,Berceir,5,8,5
5925,Barbra,Berch,110,2,29
5926,Bari,Bercher,32,8,13
5927,Barney,Berchielli,8,7,5
5928,Barrett,Bercier,0,8,41
5929,Barrie,Berczel,1,7,29
5930,Barry,Berczy,7,7,9
5931,Bart,Berdahl,8,8,38
5932,Barton,Berdan,4,7,5
5933,Basil,Berdar,2,6,41
5934,Basilia,Berdecia,24,7,29
5935,Bea,Berdes,6,7,25
5936,Beata,Berdin,0,5,10
5937,Beatrice,Berdine,0,5,5
5938,Beatris,Berdugo,0,6,25
5939,Beatriz,Berdux,8,9,5
5940,Beau,Berdy,1,8,25
5941,Beaulah,Bereda,1,5,9
5942,Bebe,Beren,0,9,30
5943,Becki,Berenbaum,0,8,29
5944,Beckie,Berends,11,8,9
5945,Becky,Berendt,0,9,5
5946,Bee,Berendzen,1,9,41
5947,Belen,Berenger,6,8,25
5948,Belia,Berenguer,0,8,29
5949,Belinda,Berens,105,9,9
5950,Belkis,Berenschot,1,7,25
5951,Bell,Berenson,5,6,29
5952,Bella,Berent,3,7,9
5953,Belle,Berentson,6,8,29
5954,Belva,Berentz,1,8,9
5955,Ben,Beres,11,7,41
5956,Benedict,Beresford,0,6,5
5957,Benita,Beresik,2,8,25
5958,Benito,Beresky,0,6,33
5959,Benjamin,Beresnyak,7,8,9
5960,Bennett,Berey,100,8,5
5961,Bennie,Berez,226,9,13
5962,Bennie,Bereznak,0,9,33
5963,Benny,Berezny,1,6,29
5964,Benton,Berfield,2,7,10
5965,Berenice,Berg,0,7,33
5966,Berna,Berga,19,7,13
5967,Bernadette,Bergami,8,6,29
5968,Bernadine,Bergamine,1,5,15
5969,Bernard,Bergamini,4,9,5
5970,Bernarda,Bergamo,1,8,33
5971,Bernardina,Bergan,0,6,29
5972,Bernardine,Bergant,0,7,29
5973,Bernardo,Bergantzel,6,8,5
5974,Berneice,Berganza,108,8,5
5975,Bernetta,Bergara,1,7,29
5976,Bernice,Bergdoll,3,5,29
5977,Bernie,Bergdorf,1,5,33
5978,Bernie,Berge,0,7,30
5979,Berniece,Bergeaux,7,8,5
5980,Bernita,Bergem,1,8,25
5981,Berry,Bergeman,7,6,25
5982,Berry,Bergemann,0,7,29
5983,Bert,Bergen,7,8,29
5984,Berta,Bergene,224,9,29
5985,Bertha,Bergener,0,9,38
5986,Bertie,Bergenstock,0,6,33
5987,Bertram,Bergenty,1,8,33
5988,Beryl,Berger,12,7,25
5989,Bess,Bergeron,111,7,25
5990,Bessie,Bergerson,0,8,5
5991,Beth,Bergert,4,8,33
5992,Bethanie,Berges,0,7,33
5993,Bethann,Bergesen,16,8,5
5994,Bethany,Bergeson,116,9,29
5995,Bethel,Berget,0,8,5
5996,Betsey,Bergevin,1,4,5
5997,Betsy,Bergey,113,7,9
5998,Bette,Bergfalk,5,5,25
5999,Bettie,Bergfeld,0,7,13
6000,Bettina,Bergfield,0,6,29
6001,Betty,Berggren,102,7,5
6002,Bettyann,Bergh,6,7,5
6003,Bettye,Bergholm,6,9,0
6004,Beula,Bergholz,122,7,25
6005,Beulah,Bergin,1,6,29
6006,Bev,Bergland,0,7,25
6007,Beverlee,Berglund,2,7,29
6008,Beverley,Bergman,417,5,29
6009,Beverly,Bergmann,12,6,33
6010,Bianca,Bergmark,10,7,9
6011,Bibi,Bergmeier,6,6,25
6012,Bill,Bergmeyer,11,7,5
6013,Billi,Bergner,12,7,10
6014,Billie,Bergo,0,7,33
6015,Billie,Bergold,2,6,13
6016,Billy,Bergouignan,138,8,29
6017,Billy,Bergquist,7,8,29
6018,Billye,Bergreen,1,7,29
6019,Birdie,Bergren,1,6,5
6020,Birgit,Bergseng,0,8,33
6021,Blaine,Bergsjo,0,8,33
6022,Blair,Bergsma,0,6,29
6023,Blair,Bergsman,0,8,29
6024,Blake,Bergstedt,7,6,41
6025,Blake,Bergsten,0,7,33
6026,Blanca,Bergstresser,1,7,5
6027,Blanch,Bergstrom,0,7,0
6028,Blanche,Bergum,0,9,0
6029,Blondell,Berhalter,0,7,38
6030,Blossom,Berhe,9,8,5
6031,Blythe,Berhow,339,7,25
6032,Bo,Bering,0,6,5
6033,Bob,Beringer,105,9,29
6034,Bobbi,Berisford,1,8,25
6035,Bobbie,Berish,1,8,29
6036,Bobbie,Berisha,0,8,29
6037,Bobby,Berishaj,0,7,29
6038,Bobby,Berk,0,6,13
6039,Bobbye,Berka,1,8,29
6040,Bobette,Berkbigler,1,6,29
6041,Bok,Berke,0,6,0
6042,Bong,Berkebile,13,9,0
6043,Bonita,Berkeley,208,8,13
6044,Bonnie,Berken,21,7,29
6045,Bonny,Berkenbile,0,7,33
6046,Booker,Berkery,2,7,25
6047,Boris,Berkey,1,3,5
6048,Boyce,Berkhalter,6,9,38
6049,Boyd,Berkheimer,2,9,9
6050,Brad,Berkhimer,2,9,29
6051,Bradford,Berkich,7,5,9
6052,Bradley,Berkley,0,7,29
6053,Bradly,Berkman,0,8,25
6054,Brady,Berkoff,0,6,10
6055,Brain,Berkovich,13,5,30
6056,Branda,Berkovitch,1,9,13
6057,Brande,Berkovitz,0,8,29
6058,Brandee,Berkowitz,2,5,33
6059,Branden,Berks,0,7,29
6060,Brandi,Berkshire,0,7,5
6061,Brandie,Berkson,6,8,0
6062,Brandon,Berkstresser,1,5,0
6063,Brandon,Berky,0,8,0
6064,Brandy,Berl,4,8,29
6065,Brant,Berlacher,0,8,33
6066,Breana,Berland,4,6,5
6067,Breann,Berlandy,0,9,5
6068,Breanna,Berlanga,0,8,21
6069,Breanne,Berley,5,7,0
6070,Bree,Berliew,241,7,25
6071,Brenda,Berlin,12,9,0
6072,Brendan,Berliner,22,7,5
6073,Brendon,Berling,0,7,5
6074,Brenna,Berlinger,1,7,5
6075,Brent,Berlingeri,2,7,13
6076,Brenton,Berlinghof,1,5,5
6077,Bret,Berlingo,10,6,0
6078,Brett,Berlinski,2,8,9
6079,Brett,Berlo,10,7,5
6080,Brian,Berlove,5,7,25
6081,Brian,Berman,17,6,9
6082,Briana,Bermea,1,4,33
6083,Brianna,Bermejo,1,7,29
6084,Brianne,Bermel,29,9,5
6085,Brice,Bermeo,5,5,38
6086,Bridget,Bermers,0,7,33
6087,Bridgett,Bermingham,0,8,5
6088,Bridgette,Bermudes,0,5,29
6089,Brigette,Bermudez,0,5,33
6090,Brigid,Bern,12,6,5
6091,Brigida,Berna,6,6,29
6092,Brigitte,Bernabe,0,7,9
6093,Brinda,Bernabei,11,7,19
6094,Britany,Bernabo,2,7,5
6095,Britney,Bernacchi,0,7,33
6096,Britni,Bernacki,9,7,29
6097,Britt,Bernadette,0,7,13
6098,Britt,Bernal,0,8,0
6099,Britta,Bernand,0,8,0
6100,Brittaney,Bernard,0,9,29
6101,Brittani,Bernardez,1,7,29
6102,Brittanie,Bernardi,0,7,33
6103,Brittany,Bernardin,0,7,29
6104,Britteny,Bernardini,0,8,41
6105,Brittney,Bernardino,0,8,33
6106,Brittni,Bernardo,6,8,33
6107,Brittny,Bernardon,2,7,29
6108,Brock,Bernardoni,32,7,5
6109,Broderick,Bernarducci,2,8,5
6110,Bronwyn,Bernardy,0,8,15
6111,Brook,Bernas,6,9,29
6112,Brooke,Bernasconi,102,7,29
6113,Brooks,Bernat,2,6,29
6114,Bruce,Bernatchez,113,4,29
6115,Bruna,Bernath,4,7,29
6116,Brunilda,Bernatowicz,0,8,23
6117,Bruno,Bernau,5,8,33
6118,Bryan,Bernaudo,0,8,5
6119,Bryanna,Bernbeck,0,5,33
6120,Bryant,Bernd,0,9,29
6121,Bryce,Berndsen,0,6,46
6122,Brynn,Berndt,0,7,29
6123,Bryon,Berne,0,7,33
6124,Buck,Bernecker,0,8,29
6125,Bud,Bernell,0,8,33
6126,Buddy,Berner,1,6,0
6127,Buena,Berneri,5,7,33
6128,Buffy,Bernes,7,7,38
6129,Buford,Bernet,1,8,5
6130,Bula,Bernett,4,8,29
6131,Bulah,Berney,424,8,29
6132,Bunny,Bernhagen,1,8,29
6133,Burl,Bernhard,1,6,5
6134,Burma,Bernhardt,1,8,41
6135,Burt,Bernhart,1,7,33
6136,Burton,Bernheim,105,6,33
6137,Buster,Berni,15,5,25
6138,Byron,Berniard,0,8,33
6139,Caitlin,Bernice,0,7,5
6140,Caitlyn,Bernick,27,5,0
6141,Calandra,Bernier,2,8,29
6142,Caleb,Bernieri,237,7,25
6143,Calista,Berning,0,8,13
6144,Callie,Berninger,0,9,29
6145,Calvin,Bernitsky,1,7,29
6146,Camelia,Bernmen,23,7,38
6147,Camellia,Berno,0,6,29
6148,Cameron,Bernon,1,5,13
6149,Cameron,Bernos,0,8,9
6150,Cami,Bernoski,1,6,5
6151,Camie,Bernosky,208,8,5
6152,Camila,Bernot,0,7,29
6153,Camilla,Bernotas,105,8,13
6154,Camille,Berns,2,8,20
6155,Cammie,Bernsen,0,5,9
6156,Cammy,Bernskoetter,3,7,5
6157,Candace,Bernson,9,7,29
6158,Candance,Bernstein,1,7,25
6159,Candelaria,Bernstock,0,7,5
6160,Candi,Bernstrom,7,7,29
6161,Candice,Bernt,1,8,19
6162,Candida,Berntsen,1,8,13
6163,Candie,Berntson,1,8,29
6164,Candis,Bernucho,7,6,5
6165,Candra,Bero,0,4,5
6166,Candy,Berquist,0,8,26
6167,Candyce,Berra,1,9,23
6168,Caprice,Berray,1,8,29
6169,Cara,Berrell,5,5,9
6170,Caren,Berret,0,8,31
6171,Carey,Berreth,6,7,0
6172,Carey,Berrett,253,7,13
6173,Cari,Berretta,0,7,25
6174,Caridad,Berretti,1,6,9
6175,Carie,Berrey,0,8,29
6176,Carin,Berri,2,9,29
6177,Carina,Berrian,0,7,9
6178,Carisa,Berridge,0,7,13
6179,Carissa,Berrie,0,6,29
6180,Carita,Berrien,20,7,41
6181,Carl,Berrier,0,8,29
6182,Carl,Berrigan,1,7,33
6183,Carla,Berringer,328,6,19
6184,Carlee,Berrio,1,9,5
6185,Carleen,Berrios,0,7,33
6186,Carlena,Berroa,8,8,25
6187,Carlene,Berrocal,217,5,25
6188,Carletta,Berrones,0,6,29
6189,Carley,Berrong,6,5,13
6190,Carli,Berrospe,1,6,34
6191,Carlie,Berry,8,6,33
6192,Carline,Berryhill,124,8,33
6193,Carlita,Berryman,12,7,5
6194,Carlo,Bers,13,5,29
6195,Carlos,Bersamin,31,8,25
6196,Carlos,Bersaw,1,9,9
6197,Carlota,Bersch,0,7,29
6198,Carlotta,Berschauer,11,8,29
6199,Carlton,Bershadsky,0,7,5
6200,Carly,Berson,0,6,33
6201,Carlyn,Berstein,6,8,25
6202,Carma,Berstler,225,6,33
6203,Carman,Bert,6,8,29
6204,Carmel,Berta,3,7,29
6205,Carmela,Bertagna,0,8,33
6206,Carmelia,Bertagnoli,301,6,25
6207,Carmelina,Bertagnolli,1,9,15
6208,Carmelita,Bertaina,1,6,5
6209,Carmella,Bertalan,2,7,25
6210,Carmelo,Bertao,1,8,29
6211,Carmen,Bertch,210,8,29
6212,Carmen,Berte,5,8,0
6213,Carmina,Berteau,9,7,0
6214,Carmine,Bertel,11,6,33
6215,Carmon,Bertella,2,5,29
6216,Carol,Bertelle,7,9,29
6217,Carol,Bertels,6,8,41
6218,Carola,Bertelsen,1,5,13
6219,Carolann,Bertelson,320,8,13
6220,Carole,Berteotti,116,6,33
6221,Carolee,Berth,2,7,33
6222,Carolin,Bertha,0,8,33
6223,Carolina,Berthelette,16,8,33
6224,Caroline,Berthelot,0,9,19
6225,Caroll,Berthelsen,0,8,5
6226,Carolyn,Berther,0,4,30
6227,Carolyne,Berthiaume,0,7,13
6228,Carolynn,Berthold,118,5,25
6229,Caron,Bertholf,1,9,29
6230,Caroyln,Berti,221,5,29
6231,Carri,Bertie,6,7,13
6232,Carrie,Bertin,1,7,25
6233,Carrol,Bertinetti,1,7,5
6234,Carrol,Bertini,5,6,33
6235,Carroll,Bertino,1,7,25
6236,Carroll,Bertke,1,8,33
6237,Carry,Bertley,0,9,13
6238,Carson,Bertling,0,8,33
6239,Carter,Bertman,9,6,5
6240,Cary,Berto,0,8,13
6241,Cary,Bertog,0,9,25
6242,Caryl,Bertolami,4,8,33
6243,Carylon,Bertolasio,2,7,29
6244,Caryn,Bertoldo,3,8,29
6245,Casandra,Bertoli,1,7,29
6246,Casey,Bertolini,0,6,0
6247,Casey,Bertolino,1,9,5
6248,Casie,Berton,9,6,33
6249,Casimira,Bertoncini,1,5,0
6250,Cassandra,Bertone,122,8,33
6251,Cassaundra,Bertoni,1,9,29
6252,Cassey,Bertorelli,312,8,37
6253,Cassi,Bertot,7,6,5
6254,Cassidy,Bertotti,1,8,0
6255,Cassie,Bertovich,1,7,0
6256,Cassondra,Bertozzi,19,9,5
6257,Cassy,Bertram,0,6,25
6258,Catalina,Bertran,1,7,29
6259,Catarina,Bertrand,0,8,33
6260,Caterina,Bertrano,13,9,5
6261,Catharine,Bertrum,0,7,33
6262,Catherin,Bertsch,0,8,29
6263,Catherina,Bertsche,1,4,29
6264,Catherine,Bertschy,1,7,9
6265,Cathern,Bertucci,0,8,25
6266,Catheryn,Bertus,1,9,29
6267,Cathey,Bertuzzi,5,5,29
6268,Cathi,Berube,129,7,10
6269,Cathie,Berulie,1,7,29
6270,Cathleen,Berum,0,9,5
6271,Cathrine,Berumen,16,7,33
6272,Cathryn,Berver,0,8,5
6273,Cathy,Bervig,0,8,41
6274,Catina,Berwald,142,7,25
6275,Catrice,Berwick,0,7,13
6276,Catrina,Bery,100,6,29
6277,Cayla,Berzas,2,6,5
6278,Cecelia,Berzins,26,7,5
6279,Cecil,Berzunza,0,7,5
6280,Cecil,Besa,0,8,29
6281,Cecila,Besancon,0,6,29
6282,Cecile,Besanson,0,7,25
6283,Cecilia,Besant,0,5,33
6284,Cecille,Besares,10,8,38
6285,Cecily,Besarra,1,8,25
6286,Cedric,Besaw,0,8,23
6287,Cedrick,Besch,1,7,29
6288,Celena,Beschorner,2,8,33
6289,Celesta,Besco,1,7,38
6290,Celeste,Beseau,7,5,29
6291,Celestina,Besecker,1,7,25
6292,Celestine,Beseke,1,6,33
6293,Celia,Besemer,3,8,30
6294,Celina,Besen,3,8,0
6295,Celinda,Besendorfer,7,7,9
6296,Celine,Beser,1,7,29
6297,Celsa,Beserra,10,8,0
6298,Ceola,Beshara,0,6,0
6299,Cesar,Beshaw,0,7,33
6300,Chad,Beshear,6,7,29
6301,Chadwick,Beshears,8,8,19
6302,Chae,Beshero,1,7,33
6303,Chan,Besherse,1,7,46
6304,Chana,Beshore,101,7,29
6305,Chance,Besio,2,7,29
6306,Chanda,Beska,16,9,5
6307,Chandra,Beske,7,8,5
6308,Chanel,Beskom,2,9,0
6309,Chanell,Besler,0,9,0
6310,Chanelle,Besley,11,6,5
6311,Chang,Besner,2,7,5
6312,Chang,Besong,1,6,5
6313,Chantal,Bess,127,6,5
6314,Chantay,Bessard,6,9,33
6315,Chante,Besse,1,8,13
6316,Chantel,Bessel,0,8,5
6317,Chantell,Bessellieu,106,6,33
6318,Chantelle,Bessemer,228,8,0
6319,Chara,Bessent,438,6,5
6320,Charis,Besser,0,6,9
6321,Charise,Bessette,0,6,29
6322,Charissa,Bessey,3,9,33
6323,Charisse,Bessick,0,7,29
6324,Charita,Bessinger,0,8,29
6325,Charity,Bessire,2,7,13
6326,Charla,Bessix,0,5,9
6327,Charleen,Bessler,5,8,19
6328,Charlena,Bessmer,107,8,30
6329,Charlene,Besso,4,2,5
6330,Charles,Besson,0,8,5
6331,Charles,Bessone,18,8,13
6332,Charlesetta,Best,0,8,29
6333,Charlette,Beste,0,8,5
6334,Charley,Bester,0,8,5
6335,Charlie,Bestine,0,7,0
6336,Charlie,Beston,0,6,33
6337,Charline,Bestwick,0,7,29
6338,Charlott,Beswick,3,7,9
6339,Charlotte,Betacourt,0,7,9
6340,Charlsie,Betak,6,7,19
6341,Charlyn,Betance,2,7,9
6342,Charmain,Betances,0,7,0
6343,Charmaine,Betancourt,1,7,29
6344,Charolette,Betancourth,0,7,25
6345,Chas,Betancur,0,9,15
6346,Chase,Betcher,1,7,33
6347,Chasidy,Betenbaugh,1,9,25
6348,Chasity,Betenson,1,9,5
6349,Chassidy,Betesh,16,7,9
6350,Chastity,Beteta,223,6,5
6351,Chau,Beth,3,7,29
6352,Chauncey,Betha,6,7,5
6353,Chaya,Bethany,135,8,13
6354,Chelsea,Bethard,140,6,33
6355,Chelsey,Bethay,0,8,9
6356,Chelsie,Bethea,0,5,33
6357,Cher,Bethel,1,8,29
6358,Chere,Bethell,0,8,5
6359,Cheree,Bethers,0,6,41
6360,Cherelle,Bethey,0,4,29
6361,Cheri,Bethke,0,8,5
6362,Cherie,Bethley,10,8,33
6363,Cherilyn,Bethoney,126,7,38
6364,Cherise,Bethune,0,8,5
6365,Cherish,Bethurem,0,7,25
6366,Cherly,Bethurum,3,7,5
6367,Cherlyn,Betit,0,8,5
6368,Cherri,Betita,0,8,5
6369,Cherrie,Betker,1,6,5
6370,Cherry,Beto,2,3,29
6371,Cherryl,Betran,0,8,29
6372,Chery,Betry,1,6,18
6373,Cheryl,Betsch,6,9,9
6374,Cheryle,Betschart,5,6,29
6375,Cheryll,Betschman,5,7,10
6376,Chester,Betsill,0,8,9
6377,Chet,Betsinger,1,6,25
6378,Cheyenne,Betson,1,7,29
6379,Chi,Bettcher,1,9,29
6380,Chi,Bettencourt,1,8,29
6381,Chia,Bettendorf,23,8,33
6382,Chieko,Bettenhausen,2,7,29
6383,Chin,Better,15,7,10
6384,China,Betteridge,0,4,33
6385,Ching,Betterley,319,7,33
6386,Chiquita,Betterman,0,6,9
6387,Chloe,Betters,2,6,5
6388,Chong,Betterton,3,8,25
6389,Chong,Bettes,0,7,13
6390,Chris,Betthauser,0,5,19
6391,Chris,Betti,3,8,5
